cofips	deaths	births	low_weight	black	hispanic	others	gini	affluence	disadvantaged	stability	safety
19001	0	73	4	0.097052	0.679364	0.570181	0.37697	-0.41279	-0.88626	0.20563	-1.23641
19003	0	49	1	0.156180	0.156180	0.647033	0.37631	-0.38762	-0.79083	0.19402	-0.93471
19005	2	180	12	0.129472	3.693356	1.267462	0.40430	-0.22866	-1.00844	0.61241	-0.87181
19007	1	164	18	0.481015	1.144231	1.326434	0.41439	-0.77415	0.09412	-0.07690	0.47564
19009	0	72	4	0.161054	0.161054	0.893119	0.44015	-0.07138	-0.71710	0.59874	-1.10506
19011	2	306	16	0.154101	0.395132	0.703335	0.36488	0.09795	-1.21294	0.12201	-1.11074
19013	7	1649	140	7.658657	1.871700	2.757554	0.43233	0.59442	-0.04761	-0.98318	1.08699
19015	1	311	16	0.564369	0.732154	0.716901	0.40198	0.28828	-0.98650	-0.11720	-0.75189
19017	1	229	15	0.342980	0.784566	1.196141	0.38323	0.61963	-0.77142	0.05475	-1.09265
19019	2	307	19	0.274973	0.971886	1.204191	0.43744	-0.06847	-0.61801	0.30708	-0.51639
19021	1	236	17	0.475234	12.517760	5.384352	0.39884	-0.14311	-0.67011	-0.80316	0.38724
19023	2	162	14	0.078406	0.457367	0.601111	0.38159	-0.31074	-0.95094	0.65021	-1.36490
19025	0	93	6	0.746739	0.917679	0.683761	0.41149	-0.01482	-0.66157	0.04142	-1.10418
19027	1	251	15	0.130713	0.578871	0.667569	0.41698	0.06386	-1.08978	0.13342	-0.47662
19029	1	147	15	0.204304	0.769545	0.803596	0.39804	-0.13348	-0.28365	0.03892	-0.42770
19031	1	180	17	0.071480	0.940232	0.956727	0.36748	0.15691	-1.18929	0.05196	-1.06319
19033	2	469	32	0.869809	2.555601	1.675027	0.42625	0.29439	-0.50806	-0.61056	0.85698
19035	0	118	6	0.590717	0.621404	0.644419	0.40196	-0.04159	-0.95973	0.04997	-0.41057
19037	1	137	9	0.053456	0.351279	1.099656	0.40296	-0.19638	-0.61323	0.65423	-1.22996
19039	1	111	8	0.000000	3.438082	1.543852	0.38354	-0.45508	-0.08826	-0.43202	-0.82535
19041	1	208	14	0.195717	1.174303	1.502418	0.43616	-0.00846	-0.68991	-0.65144	0.34578
19043	1	217	9	0.417604	0.583574	0.760253	0.40580	-0.35280	-0.96099	0.44210	-1.37028
19045	5	569	52	1.491555	1.730842	1.369918	0.38650	-0.22026	-0.34405	-0.44598	-0.07871
19047	1	234	13	0.844056	8.995396	1.009326	0.39597	-0.59656	-0.85157	-0.17206	-0.64413
19049	2	570	48	0.922699	5.339877	1.207362	0.39966	1.57769	-1.04249	-0.54412	-0.92201
19051	1	121	8	0.093666	0.761035	0.831284	0.39640	-0.63814	-0.81020	0.56384	-0.52874
19053	0	82	8	0.690528	1.277477	1.576706	0.45425	-0.50708	0.50014	-0.71169	-1.19724
19055	0	214	10	0.032602	0.570528	0.809607	0.40526	-0.13999	-0.82874	0.51542	-0.81275
19057	3	485	34	3.145144	1.704800	1.907865	0.43323	0.03763	-0.09645	-0.25906	0.21238
19059	2	158	11	0.310521	0.554067	0.712372	0.42751	0.67309	-1.05772	0.10072	-0.90149
19061	5	1162	77	0.804326	1.195831	1.296793	0.42229	0.52372	-0.67535	-0.31325	-0.57579
19063	1	138	11	0.244854	4.352952	0.453432	0.38280	-0.45008	-0.60488	-0.17228	-1.00931
19065	1	210	11	0.427117	1.476736	1.190476	0.44206	-0.25143	-0.28168	-0.07042	-1.26996
19067	1	180	16	0.118343	1.082840	0.810651	0.39473	-0.09272	-0.29084	-0.25738	-1.19236
19069	0	118	7	0.028027	6.081839	0.784753	0.41222	0.13159	-0.94257	0.05153	-0.56777
19071	0	85	5	0.024969	1.760300	1.310861	0.40959	-0.09992	-0.70360	-0.05362	-1.35714
19073	0	104	7	0.135057	1.302335	1.090102	0.39271	-0.14786	-0.35213	0.07789	-0.44229
19075	0	121	9	0.048508	0.614439	0.768049	0.37911	0.26130	-1.27892	0.60039	-1.03361
19077	1	153	8	0.202590	1.576676	0.590152	0.43820	0.23894	-0.79409	0.16807	-1.37028
19079	1	176	18	0.054751	0.997688	2.323884	0.39088	0.23295	-1.08580	-0.25847	-0.84049
19081	0	119	7	0.000000	3.107438	0.636364	0.37030	-0.11702	-1.17946	0.38405	-0.23767
19083	2	199	15	0.563470	2.062513	0.850521	0.39021	0.01867	-0.65968	-0.24794	-0.51361
19085	1	166	15	0.159581	0.491510	0.919188	0.39855	-0.09482	-0.93371	-0.02139	-1.00089
19087	1	230	14	1.499803	1.617821	3.427419	0.40229	-0.06222	-0.56543	-0.30732	-0.59677
19089	1	113	10	0.060411	0.151027	0.453081	0.41244	-0.26762	-0.79498	0.38804	0.72404
19091	0	113	7	0.000000	1.358251	1.522011	0.38227	0.04220	-0.99657	0.17320	-1.10295
19093	0	88	9	0.421079	0.433839	0.535919	0.43831	-0.05298	-0.89511	0.20015	-1.35801
19095	1	183	12	0.102099	0.708315	0.612597	0.37144	0.04816	-1.33163	0.36278	-0.95214
19097	1	211	14	0.083760	0.517343	0.468073	0.41224	-0.39649	-0.69582	0.33797	-0.52980
19099	3	446	34	0.671808	1.324806	1.166259	0.37683	0.25206	-1.04269	-0.18206	-0.64910
19101	0	147	11	1.353439	1.130956	2.057969	0.45157	1.10048	-0.37566	-0.70877	-0.60753
19103	5	1437	87	2.719673	2.634993	5.651046	0.46400	2.74286	-0.64242	-2.61145	0.57309
19105	1	208	15	1.646803	1.290737	1.345136	0.37746	-0.13126	-0.72956	-0.04888	-1.17602
19107	0	142	7	0.254386	0.578947	0.614035	0.41284	-0.39347	-0.78300	0.61843	-1.35343
19109	0	150	10	0.186448	0.879800	0.687525	0.39490	-0.15073	-0.84083	0.38398	-0.48061
19111	2	413	26	2.286345	2.057711	2.633239	0.41921	-0.31875	-0.25185	0.00651	-0.00540
19113	15	2772	187	2.324975	1.487734	3.029718	0.40473	1.49774	-0.79829	-0.81848	0.01897
19115	0	154	11	0.155955	12.656981	0.779775	0.40287	-0.38412	-0.56138	0.49663	-1.01340
19117	0	106	5	0.159202	0.509446	1.103800	0.41418	-0.87790	-0.14764	0.19382	-0.32707
19119	0	162	10	0.229533	0.272039	0.314546	0.36383	-0.21943	-1.19123	0.71941	-0.85862
19121	2	205	14	0.085598	0.592054	1.283972	0.40605	0.29173	-0.89434	0.03536	-0.93144
19123	1	285	19	0.282069	1.302888	2.144616	0.41350	-0.03476	-0.43047	-0.53576	0.19118
19125	2	404	30	0.648945	0.708224	1.506926	0.37873	0.43769	-0.81976	-0.34363	-0.79734
19127	3	571	42	0.709725	8.855028	2.236015	0.38444	0.18413	-0.28626	-0.44976	0.71255
19129	1	165	14	0.226851	1.175500	1.416100	0.39653	0.30750	-0.60761	0.10259	-0.76224
19131	0	129	7	0.073570	0.064374	0.101159	0.39809	-0.17796	-0.93427	0.76293	-0.47086
19133	0	112	8	0.039920	0.359281	1.337325	0.42335	-0.26370	-0.89754	0.28702	-0.49127
19135	0	83	4	0.224551	0.374251	1.397206	0.41494	-0.31502	-0.31519	0.45142	-1.09044
19137	1	127	9	0.025486	1.333786	0.892023	0.38821	-0.52909	-0.23435	-0.36297	-0.54847
19139	2	629	34	0.692680	11.943339	1.737692	0.40598	0.29678	-0.43197	-0.16362	0.00497
19141	0	148	7	0.284730	1.675275	1.032976	0.37396	-0.23375	-1.37611	0.20805	0.87939
19143	0	76	4	0.399829	1.942025	0.671141	0.38935	-0.21554	-1.10469	0.46719	-0.96936
19145	1	174	13	1.343073	1.366635	1.360745	0.40153	-0.10316	-0.04238	-0.60732	-0.71141
19147	1	104	10	0.000000	1.261457	0.699714	0.43096	-0.08615	-0.81543	-0.23905	-0.77156
19149	3	289	20	0.217313	1.094611	0.728400	0.40357	0.49647	-1.26049	0.08593	-0.62572
19151	1	63	5	0.023089	0.715770	0.242438	0.40653	0.04089	-0.77047	0.60867	-1.28980
19153	40	6206	466	4.604366	4.365712	4.534959	0.42182	1.70595	-0.51003	-1.33422	0.31496
19155	10	1231	97	0.716045	3.237025	1.698896	0.40839	0.13686	-0.33062	-0.69588	0.79265
19157	1	190	10	0.393303	1.185225	2.030295	0.40105	0.29847	-0.47217	-0.61565	-1.23721
19159	0	61	5	0.091424	0.329128	0.969099	0.42681	-0.37946	-0.17261	0.25756	-1.37028
19161	0	103	7	0.286235	0.815335	1.500564	0.40941	-0.26117	-0.74339	0.38367	-1.12838
19163	17	2219	175	5.945748	3.959210	3.290519	0.42593	1.06459	-0.09125	-0.94458	1.61525
19165	1	131	7	0.129052	0.698398	0.797085	0.36571	-0.13880	-1.23530	0.39220	-0.93426
19167	2	472	22	0.291241	2.101998	1.240938	0.38544	0.11490	-1.39554	0.32851	-0.60670
19169	3	888	51	1.844188	1.651642	6.146460	0.43969	2.28128	-0.71729	-2.59218	-0.80171
19171	1	234	19	0.110479	3.181793	6.855217	0.37053	-0.35283	-0.66955	0.07029	0.03617
19173	0	80	3	0.000000	3.607358	0.948548	0.39995	-0.79807	-0.39037	0.14281	-1.22344
19175	0	141	13	0.073117	0.723048	1.576083	0.39760	-0.35717	-0.62551	-0.31643	-0.75301
19177	1	92	8	0.140863	0.243309	0.640287	0.41432	-0.62373	-0.71796	0.66305	-1.28394
19179	3	459	43	0.965299	2.429891	1.398019	0.41624	-0.39775	0.39998	-0.08090	-0.41658
19181	2	488	30	0.233582	1.133486	1.418701	0.35699	0.88798	-0.83782	0.19316	-0.65141
19183	3	303	16	0.338655	2.665699	0.662796	0.37553	0.12703	-0.97211	-0.03953	-0.92058
19185	1	74	5	0.356612	0.638930	0.891530	0.43063	-0.40571	-0.26243	0.25102	-0.91271
19187	4	482	29	2.791102	1.958494	2.719026	0.41637	0.02636	-0.22885	-0.61360	-0.09897
19189	1	103	10	0.136484	2.277574	0.904205	0.37943	0.03947	-0.96736	-0.17626	-0.76042
19191	1	200	9	0.680432	0.797748	1.403097	0.39768	0.36399	-1.02913	-0.29637	0.06331
19193	9	1628	124	1.948458	8.988515	5.229262	0.42919	0.28746	-0.30488	-0.94731	1.20351
19195	1	79	5	0.252876	1.062081	1.681629	0.37155	-0.57170	-0.89231	0.32981	-0.87500
19197	2	161	13	0.118599	4.562578	0.795312	0.39881	-0.17065	-0.93019	-0.07900	-1.07570
20001	2	170	12	2.307960	1.821342	2.106361	0.42195	-0.55141	0.07170	-0.00105	-0.56544
20003	1	101	9	0.271270	1.270037	1.307028	0.41454	-0.45000	-0.65810	0.20511	-0.82547
20005	2	202	16	5.794682	2.301180	2.170025	0.38978	-0.16930	0.09715	-0.30972	0.32882
20007	0	46	2	0.376861	1.563972	1.450914	0.38718	0.19693	-1.31099	0.25185	-0.56766
20009	6	358	32	1.074278	8.307038	1.815281	0.42445	-0.19288	-0.26183	-0.26981	-0.92555
20011	2	203	13	2.639964	0.949347	2.594447	0.44349	-0.24547	-0.18661	-0.27713	-0.35772
20013	0	140	11	1.837001	2.060798	10.238717	0.39938	-0.11946	-0.19467	-0.34259	0.17833
20015	5	722	63	1.355032	1.916546	3.137083	0.39741	0.82671	-0.80686	-0.23345	-0.27252
20017	0	68	3	0.561056	1.617162	1.551155	0.41656	0.24607	-0.99472	-0.25725	-1.11601
20019	0	41	5	0.000000	1.376462	5.712319	0.46272	-0.29735	-0.28188	0.70286	-0.93401
20021	2	284	21	0.729927	1.030745	6.883433	0.41307	-0.80314	0.01077	0.07077	-0.94506
20023	0	24	1	0.000000	2.464455	0.726698	0.44504	0.14288	-1.09301	0.11166	-1.13653
20025	0	23	1	0.502092	3.598326	1.882845	0.41932	0.50362	-0.89713	-0.24234	-1.12779
20027	1	86	3	0.226706	1.042847	1.915665	0.42436	0.00909	-0.88120	0.23927	-0.67647
20029	1	117	5	0.194780	0.759642	1.529022	0.44698	-0.14750	-0.52178	-0.13889	-0.91730
20031	0	108	6	0.248167	1.376199	2.865200	0.40524	0.41318	-0.85545	0.47158	-0.62148
20033	0	16	2	0.000000	1.270971	1.576004	0.43025	0.16809	-1.43684	-0.27317	-0.88538
20035	3	495	30	2.333912	3.350693	6.202640	0.44021	0.06518	0.08244	-0.58879	-0.46540
20037	4	500	45	1.521887	2.554783	3.707965	0.44761	0.21921	-0.08086	-1.42588	-0.54059
20039	0	29	1	0.374424	0.979263	1.699309	0.39078	-0.16676	-1.31720	0.11184	-1.10221
20041	1	214	12	0.289495	2.217742	2.729529	0.39480	-0.18783	-0.97132	-0.08938	-0.36646
20043	1	91	4	1.672930	0.703116	2.751849	0.39616	-0.45559	-0.11843	0.38295	-0.48530
20045	8	1203	84	4.114564	3.147196	8.105080	0.46502	2.04482	-0.39790	-3.20340	-1.03509
20047	0	42	3	0.289939	10.089881	1.855610	0.44988	0.09740	-0.93797	0.45091	-1.20225
20049	0	27	4	0.000000	2.422570	2.974548	0.44565	-0.32062	-0.50389	0.87539	-0.81992
20051	2	348	27	0.349002	2.072200	1.486894	0.45990	0.79445	-0.57184	-1.18182	-0.17423
20053	0	42	2	3.509579	3.846743	1.823755	0.38081	0.04866	-1.24525	0.45705	-0.31559
20055	5	786	65	0.863707	43.316141	4.158132	0.40686	-0.41115	-0.19303	-1.41783	0.61454
20057	4	655	52	1.053669	37.744162	4.026742	0.40948	-0.28177	-0.16544	-1.30278	-0.08942
20059	2	361	26	1.085378	2.324080	2.578276	0.37908	-0.16534	-0.55680	-0.37665	-0.60006
20061	6	605	52	20.792929	8.587684	8.981286	0.42448	-0.27067	0.20444	-2.73888	0.38280
20063	0	33	1	0.391134	0.847458	1.629726	0.43716	0.40328	-1.40114	0.93575	-1.00492
20065	0	25	1	2.783435	0.814664	1.799050	0.46349	0.18068	-0.95419	0.66839	-0.50464
20067	1	145	7	0.113794	34.896953	1.656341	0.38139	-0.14464	-0.45315	0.17725	0.03269
20069	0	88	6	0.101626	9.959350	1.033198	0.42316	0.38919	-1.07537	0.02679	-1.28762
20071	0	12	1	0.195567	11.342894	0.586701	0.47738	0.66287	-0.76145	0.34163	-1.37028
20073	1	72	5	0.039098	2.280725	2.228594	0.42058	-0.35036	-0.53341	-0.06734	-1.08313
20075	0	42	3	0.149813	21.086142	1.235955	0.41462	0.01592	-0.57438	-0.66928	-0.49880
20077	1	67	5	0.550796	0.719094	2.019584	0.42389	-0.24637	-0.70537	-0.07312	-0.97302
20079	2	433	31	1.311266	7.998418	2.513006	0.38294	0.59219	-0.86036	-0.71834	-0.68289
20081	1	70	4	0.092872	23.798468	2.809380	0.42405	0.26805	-0.98680	0.19849	-1.00476
20083	0	24	2	0.479616	2.877698	1.438849	0.39675	0.22815	-1.27288	0.47294	-1.18733
20085	1	188	16	0.647863	1.382634	8.327408	0.40775	0.09499	-0.72051	0.49035	0.53181
20087	1	227	16	0.298491	0.884620	2.409639	0.38066	0.30995	-1.08891	0.71743	-0.93201
20089	0	23	1	0.052757	0.870483	1.450805	0.42507	-0.06972	-1.00262	0.58802	-1.30187
20091	36	7119	469	2.401316	3.962216	4.639248	0.41193	3.78251	-1.46525	-1.16847	-0.22451
20093	0	80	6	0.684176	26.572501	1.434562	0.38164	-0.12457	-0.74150	0.47062	-0.91141
20095	0	80	5	0.426611	1.660325	1.222184	0.41657	0.31957	-0.87388	0.26193	-1.12131
20097	0	37	2	0.000000	1.891397	1.799878	0.41104	0.26932	-0.86655	-0.50042	-0.85508
20099	2	273	23	4.462448	2.513685	5.338296	0.40628	-0.25339	-0.39300	-0.45421	-0.96856
20101	0	19	1	0.046404	1.345708	2.598608	0.40757	0.32588	-1.51226	0.51914	-0.96997
20103	7	945	74	10.018780	3.806903	4.253832	0.37060	0.93328	-0.74277	-1.63680	-0.76686
20105	0	33	2	0.223589	0.838457	1.229737	0.38656	0.04897	-0.99728	0.26759	-1.15216
20107	0	109	9	0.856844	0.658307	1.954023	0.40159	-0.42895	-0.49974	0.80759	-1.13286
20109	0	31	1	0.262640	1.346028	1.378858	0.41402	0.12820	-1.31033	0.44217	-0.45111
20111	3	512	34	1.906220	16.886044	3.859747	0.41244	0.00710	0.01130	-1.86390	-0.27025
20113	2	345	25	0.991406	1.600460	1.705353	0.39941	0.44660	-1.05787	-0.44728	-0.78322
20115	1	134	12	0.553851	1.676521	1.309782	0.38728	-0.03958	-1.08136	0.14786	-0.97002
20117	0	124	7	0.109439	0.857273	1.586867	0.41563	-0.12993	-1.22037	0.48452	-0.91057
20119	0	66	4	0.215936	10.624055	2.850356	0.40200	0.35711	-1.24649	-0.25743	-0.63083
20121	3	401	31	1.290960	1.382667	2.430249	0.40376	0.83516	-1.17359	-0.07920	-1.07787
20123	0	66	4	0.778996	0.778996	1.139642	0.41099	0.15549	-0.85150	0.01919	-0.91604
20125	6	476	45	5.751407	3.012248	7.141675	0.43649	-0.30121	-0.23945	-0.63606	-0.08357
20127	0	56	3	0.475098	2.866972	1.654653	0.45592	-0.02332	-1.00337	0.30853	-1.24530
20129	0	48	3	0.343249	14.159039	3.518307	0.39748	0.28889	-0.74757	-0.07362	-1.08664
20131	1	140	6	0.522534	0.410563	1.194364	0.44605	-0.14032	-1.45339	0.70444	-0.72318
20133	1	216	17	0.782491	2.588692	3.412367	0.42718	-0.32283	-0.18279	-0.14092	-0.94691
20135	0	34	2	0.000000	1.360741	1.273885	0.41845	0.46400	-1.33345	0.32774	-0.81351
20137	0	53	5	3.678817	2.586931	1.747018	0.39678	-0.11312	-0.77938	0.01996	-0.37546
20139	1	177	12	0.251316	1.214696	1.585687	0.38669	-0.16824	-0.71184	0.41172	-0.94382
20141	0	35	1	0.000000	0.561545	1.796945	0.43095	-0.03446	-1.25221	0.58571	-0.69428
20143	0	75	2	0.324517	0.713938	1.346747	0.37479	-0.05134	-0.85885	0.39425	-1.29606
20145	0	69	4	4.299737	4.078529	2.377990	0.40229	0.53749	0.22706	0.02200	-0.23674
20147	0	57	3	0.333278	0.733211	0.949842	0.40395	-0.11342	-1.21563	0.30240	-0.89684
20149	1	275	18	0.653523	1.823274	2.224175	0.38076	0.54544	-1.04781	0.13519	-0.82970
20151	1	122	13	0.756712	3.742096	0.870737	0.41057	0.43434	-0.46591	-0.25924	0.00952
20153	0	18	0	0.337154	1.584626	2.124073	0.42031	0.41516	-1.14010	0.58040	-0.60132
20155	4	840	49	2.790554	5.488501	2.583732	0.42416	0.08868	-0.42737	-0.79155	0.09078
20157	1	50	5	0.531277	0.736932	1.165381	0.42496	0.00802	-1.28429	0.36016	-0.85520
20159	0	128	8	0.696961	5.733668	1.765635	0.39712	-0.20289	-0.54800	-0.31747	-0.58233
20161	7	909	59	6.473275	4.756297	5.776300	0.45048	1.41995	-0.04697	-3.83502	-0.51099
20163	1	68	4	0.914688	1.372032	1.336851	0.40372	-0.28918	-0.83937	0.20891	-0.44365
20165	0	33	3	0.000000	0.844832	0.619544	0.44403	0.10162	-0.94377	0.67047	-0.47992
20167	0	65	6	0.000000	0.936228	1.804613	0.44253	0.06732	-0.42852	0.24201	-0.19250
20169	7	757	61	2.949792	5.964886	4.028211	0.41458	0.29193	-0.73723	-1.13351	2.34343
20171	0	66	5	0.195313	5.996094	1.269531	0.43449	0.95110	-1.27434	-0.28944	-0.23326
20173	61	7441	606	8.839201	7.952852	6.784081	0.41705	1.05751	-0.32386	-1.46930	-0.68717
20175	3	516	28	3.722790	42.283430	4.495780	0.41429	-0.61864	0.03795	-1.41878	0.34496
20177	23	2493	199	8.431104	7.147777	4.452791	0.41441	1.12061	-0.42583	-1.14663	-0.81379
20179	0	30	1	0.000000	0.355492	0.710985	0.41165	0.11914	-1.15413	1.12121	-0.97692
20181	0	76	6	0.369822	8.934911	0.695266	0.39820	-0.25541	-0.70805	-0.55600	-0.22986
20183	0	32	2	0.198413	0.485009	1.543210	0.38817	-0.17499	-1.07232	0.74815	-0.74190
20185	0	43	4	0.375861	5.345584	1.795782	0.40165	0.14816	-0.64340	0.17437	-0.95766
20187	0	37	2	0.332502	23.399834	1.745636	0.42998	0.18576	-0.96784	-0.33544	-1.25935
20189	1	81	6	0.000000	22.002563	3.093538	0.38625	0.35272	-0.95860	0.51893	-0.47090
20191	2	305	26	0.682186	3.337701	3.480305	0.41038	0.25553	-0.50500	0.11697	-0.95228
20193	0	97	6	0.122249	1.540342	1.552567	0.43743	0.97014	-0.86125	-0.50507	1.84920
20195	0	35	1	0.120518	0.331425	0.331425	0.42185	-0.21643	-1.18218	0.72679	-0.16019
20197	1	70	5	0.334060	1.205519	1.089325	0.34762	0.21004	-1.07902	0.70861	-0.92397
20199	0	18	2	0.285878	5.946255	1.600915	0.44073	0.21066	-1.19938	0.76739	-0.78602
20201	0	60	5	0.123400	0.709548	0.647848	0.42137	-0.27256	-1.30026	0.71897	-1.03842
20203	0	30	3	0.000000	18.569735	1.896484	0.40930	0.01933	-0.46236	0.07720	-0.98760
20205	2	106	7	0.367789	0.793651	2.497096	0.40455	-0.77214	-0.45130	0.20609	-0.94718
20207	0	36	2	0.501584	1.135164	1.953537	0.42019	-0.72944	-0.49175	0.68945	-0.75563
20209	29	2905	226	28.178006	15.949887	4.275345	0.42253	-0.56279	1.07372	-1.46041	-0.70409
21001	0	218	21	2.893760	0.597309	0.788680	0.53419	-0.76311	1.06317	0.64983	-0.23286
21003	1	236	19	0.814607	0.668539	0.898876	0.41929	-1.02257	0.05524	0.56946	-0.12119
21005	1	240	18	2.333734	0.502329	1.229658	0.35457	-0.14878	-0.77638	0.07162	0.69406
21007	1	105	10	3.149891	0.531016	2.739561	0.47333	-0.36213	-0.62428	0.84314	0.15809
21009	3	480	53	4.091184	1.125339	0.804564	0.45993	-0.52336	-0.04942	-0.32145	0.64967
21011	1	153	14	1.479477	1.064502	0.694632	0.51041	-0.69547	1.08961	1.20925	-0.70991
21013	4	381	35	2.478377	0.459082	1.237525	0.50879	-1.38548	2.34672	0.15604	0.57241
21015	8	1507	111	1.604819	1.758324	2.657255	0.39712	1.41485	-1.00390	-0.94015	2.16032
21017	1	217	22	6.632231	2.716942	1.069215	0.45990	-0.09250	0.00111	-1.03497	2.03782
21019	5	591	74	2.154687	1.115533	1.714504	0.46468	0.01593	0.55102	-0.22350	0.69705
21021	2	306	28	9.239268	1.689714	2.083258	0.45734	0.34861	-0.23899	-1.08915	1.83637
21023	0	104	10	0.809276	0.084551	0.555623	0.41833	-0.65478	-0.42529	0.79029	-0.28530
21025	1	192	14	0.204969	0.447205	1.204969	0.50041	-1.24938	2.30537	1.58187	-0.61116
21027	3	211	21	2.568640	0.745388	1.120764	0.44649	-0.94735	-0.01777	1.24771	-0.11698
21029	7	772	56	0.413156	0.625449	1.335816	0.36292	-0.33914	-0.77075	0.55880	1.60234
21031	2	169	14	0.438125	1.352806	0.930054	0.44866	-1.40043	-0.06181	1.12797	-0.43508
21033	1	154	12	4.555896	0.796325	1.117917	0.46948	-0.70036	-0.11063	0.44327	1.09398
21035	2	348	29	3.651579	1.029932	2.548498	0.45927	0.35803	0.29247	-0.74509	0.16420
21037	11	1140	99	1.637402	0.884716	1.621603	0.41942	0.82669	-0.46520	-0.75399	2.45590
21039	0	57	7	1.009157	0.485890	0.766212	0.43906	-0.82398	-0.03362	1.18145	-0.66579
21041	0	147	11	2.028557	1.358936	3.417036	0.43092	-0.71457	0.36249	-0.82732	0.17502
21043	3	350	30	0.185950	0.423965	0.728923	0.45144	-1.11936	0.71829	1.57381	1.13104
21045	2	194	17	0.362530	2.071600	0.699165	0.48553	-1.44069	0.62190	1.22089	-0.76055
21047	11	1593	130	23.322494	4.599737	3.662907	0.41745	-0.71022	0.57435	-2.52669	2.26712
21049	4	434	41	5.114048	0.612479	1.454260	0.42084	0.11978	-0.13940	-0.94171	1.88104
21051	4	310	31	4.675029	1.213553	1.299072	0.49778	-1.67805	2.90655	1.04721	-1.00380
21053	0	125	8	0.186838	1.567366	0.996471	0.52425	-1.30144	0.76228	1.27715	-0.27234
21055	2	72	7	0.682012	0.394288	0.639386	0.43156	-0.94225	0.23681	1.14186	0.36865
21057	1	94	8	3.637890	0.223870	1.035399	0.48736	-1.19297	0.83218	0.87544	-0.16147
21059	9	1324	109	3.957616	0.941613	1.644000	0.44462	0.20195	-0.05200	-0.77402	2.12260
21061	2	132	10	0.729990	0.352113	0.850223	0.48409	-1.40516	0.38070	1.73658	-0.95142
21063	0	86	9	0.000000	0.000000	0.592768	0.48765	-1.40148	1.48303	1.95535	-1.33028
21065	2	193	18	0.032665	0.359313	0.561834	0.46361	-1.49839	1.46752	0.32635	-0.19991
21067	28	3736	334	13.330672	3.330749	4.172169	0.46729	2.04383	-0.20500	-2.75751	1.53363
21069	1	184	13	1.805394	0.775812	0.384281	0.44479	-0.85782	0.43615	0.90378	-0.24450
21071	6	577	59	1.277067	0.824674	0.796400	0.50751	-0.96229	2.15364	1.22887	-0.72794
21073	5	614	53	9.312811	1.117705	2.040388	0.43332	1.15878	-0.24332	-1.39615	1.33070
21075	1	88	8	23.400413	0.451496	1.496388	0.48519	-0.89844	1.53075	-1.14379	1.86221
21077	0	119	15	1.194409	0.457433	0.876747	0.42913	-0.91313	-0.26838	0.61965	1.08197
21079	1	157	19	3.211195	1.575176	1.223634	0.43515	-0.39920	-0.18012	-0.34104	-0.07504
21081	3	377	38	0.138492	0.656719	1.161544	0.38692	-0.67745	-0.10877	0.01967	1.38282
21083	3	461	42	4.102301	2.341471	1.504267	0.47462	-0.40181	0.04831	0.35456	0.06520
21085	2	285	28	0.860600	0.839812	0.498898	0.45521	-1.15613	0.35254	0.48947	0.04343
21087	1	135	8	1.979510	0.408057	0.911617	0.52865	-0.79360	0.10388	0.99491	-0.47920
21089	3	434	41	0.626169	0.758993	1.377030	0.45679	-0.34229	0.06349	0.96105	2.09481
21091	1	117	9	1.251192	1.132031	0.774547	0.40249	-0.80028	-0.15415	0.86511	0.24000
21093	8	1460	116	11.438401	3.183469	4.573449	0.40629	-0.09857	-0.13929	-1.15935	0.48193
21095	2	392	41	2.153485	0.722848	1.843262	0.52112	-1.22159	2.29017	0.99520	-0.14095
21097	2	221	24	2.124228	1.468053	1.379080	0.41298	-0.42090	-0.49179	-0.53287	0.32252
21099	1	234	15	5.732302	0.899971	0.911436	0.47739	-1.11979	0.54503	0.54126	-0.27944
21101	5	611	68	7.131544	0.912356	1.615026	0.43741	-0.09648	0.05250	-0.77125	2.24640
21103	1	209	19	3.844622	1.401062	1.653386	0.42881	-0.40523	-0.24796	0.29885	-0.12431
21105	1	59	3	10.148233	0.513113	1.330293	0.45656	-0.62401	0.36754	1.19953	-0.05565
21107	4	586	54	6.294202	0.808272	1.487564	0.47767	-0.51377	0.30126	0.28988	4.74340
21109	3	175	16	0.000000	0.407558	0.881808	0.46739	-1.80936	1.84033	1.29322	-1.00684
21111	60	10025	913	18.639166	1.658151	3.196781	0.46577	1.18310	0.08828	-1.40961	1.37946
21113	3	568	61	3.293973	0.824774	2.287339	0.43759	0.60509	-0.44923	-1.41179	2.12396
21115	3	326	29	0.298571	0.362551	0.831734	0.50367	-0.92460	1.49585	1.02524	-0.45902
21117	22	2311	182	3.785058	1.012782	1.828817	0.43143	1.06988	-0.46452	-1.16365	3.08783
21119	1	174	18	0.912233	0.753584	1.025554	0.49033	-1.10705	2.48986	1.87212	-1.05886
21121	5	454	52	0.968706	0.355402	1.141689	0.49616	-1.49267	2.39043	0.59569	-0.77398
21123	1	164	9	3.275256	0.889853	2.258282	0.42979	-0.59608	0.03886	0.55271	-0.30208
21125	5	806	63	0.616523	0.407854	1.737646	0.46815	-0.91910	0.56311	0.73027	-0.76055
21127	2	180	30	0.051384	0.115614	0.545957	0.49658	-1.47567	2.15920	1.14653	-0.73643
21129	1	88	9	3.575038	0.265285	0.467408	0.58587	-1.18704	1.88392	0.93691	-0.49930
21131	1	137	15	0.137086	0.628982	0.588662	0.47975	-1.62003	2.35905	2.27554	-1.33302
